Stock,Alt,Sim,Year,SSB,Rec,Tot_biom,SPR_Implied,F,Ntot,Catch,ABC,OFL,AvgAge,AvgAgeTot,SexRatio,B100,B40,B35,MaxABC
spp1,1,4,2024,181439.0465116279,396.66022534815914,362878.0930232558,NA,0,NA,73495,73495,73495,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,73495
spp1,1,4,2025,181439.0465116279,125.80283772744687,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,4,2026,181439.0465116279,76.65916710683938,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,4,2027,181439.0465116279,122.66197065202577,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,4,2028,181439.0465116279,194.75556641929379,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,4,2029,181439.0465116279,429.0336888296661,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,4,2030,181439.0465116279,170.49099316305362,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,4,2031,181439.0465116279,307.9266690514556,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,4,2032,181439.0465116279,503.8855065205891,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,4,2033,181439.0465116279,837.4699286884301,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,4,2034,181439.0465116279,144.29690268033306,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,4,2035,181439.0465116279,284.55168508903347,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,4,2036,181439.0465116279,657.7159375684773,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,5,2022,181439.0465116279,127.79359547727738,362878.0930232558,NA,0,NA,66481,66481,66481,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,66481
spp1,1,5,2023,181439.0465116279,211.96351279832928,362878.0930232558,NA,0,NA,83800,83800,83800,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,83800
spp1,1,5,2024,181439.0465116279,1588.9164990185736,362878.0930232558,NA,0,NA,73495,73495,73495,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,73495
spp1,1,5,2025,181439.0465116279,89.02450134242466,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,5,2026,181439.0465116279,37.88091818892756,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,5,2027,181439.0465116279,667.8169256372398,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,5,2028,181439.0465116279,122.52976437692828,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,5,2029,181439.0465116279,53.94126642278493,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,5,2030,181439.0465116279,385.24721381288384,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,5,2031,181439.0465116279,235.19627824967375,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,5,2032,181439.0465116279,538.2624521708822,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,5,2033,181439.0465116279,1215.3612131751042,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,5,2034,181439.0465116279,1085.0448524094445,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,5,2035,181439.0465116279,4252.316706219899,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,5,2036,181439.0465116279,218.3532416154034,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,6,2022,181439.0465116279,373.4310513776089,362878.0930232558,NA,0,NA,66481,66481,66481,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,66481
spp1,1,6,2023,181439.0465116279,249.6566646215369,362878.0930232558,NA,0,NA,83800,83800,83800,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,83800
spp1,1,6,2024,181439.0465116279,429.6792797591964,362878.0930232558,NA,0,NA,73495,73495,73495,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,73495
spp1,1,6,2025,181439.0465116279,208.00627581503164,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,6,2026,181439.0465116279,133.1474009337092,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,6,2027,181439.0465116279,476.83847209388523,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,6,2028,181439.0465116279,1017.2741147140027,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,6,2029,181439.0465116279,887.8396300772114,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,6,2030,181439.0465116279,220.01939744618997,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,6,2031,181439.0465116279,392.45513841872236,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,6,2032,181439.0465116279,167.84306067053203,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,6,2033,181439.0465116279,653.8306370107073,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,6,2034,181439.0465116279,3339.668364864221,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,6,2035,181439.0465116279,541.6876609430147,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,6,2036,181439.0465116279,304.38481683086417,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,7,2022,181439.0465116279,107.56064097731753,362878.0930232558,NA,0,NA,66481,66481,66481,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,66481
spp1,1,7,2023,181439.0465116279,130.49529074151843,362878.0930232558,NA,0,NA,83800,83800,83800,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,83800
spp1,1,7,2024,181439.0465116279,47.905957126951144,362878.0930232558,NA,0,NA,73495,73495,73495,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,73495
spp1,1,7,2025,181439.0465116279,309.47479073936995,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,7,2026,181439.0465116279,375.59737553547546,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,7,2027,181439.0465116279,374.497368224277,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,7,2028,181439.0465116279,64.01604208726408,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,7,2029,181439.0465116279,3719.893312169138,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,7,2030,181439.0465116279,1734.9767879948272,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,7,2031,181439.0465116279,92.23663137047772,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,7,2032,181439.0465116279,1999.8699295731521,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,7,2033,181439.0465116279,217.3770186374164,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,7,2034,181439.0465116279,125.37896243506954,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,7,2035,181439.0465116279,561.9045301251081,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,7,2036,181439.0465116279,233.6152932610854,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,8,2022,181439.0465116279,154.19206939835865,362878.0930232558,NA,0,NA,66481,66481,66481,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,66481
spp1,1,8,2023,181439.0465116279,1075.3175115800848,362878.0930232558,NA,0,NA,83800,83800,83800,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,83800
spp1,1,8,2024,181439.0465116279,243.3072858449231,362878.0930232558,NA,0,NA,73495,73495,73495,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,73495
spp1,1,8,2025,181439.0465116279,3646.814955521277,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,8,2026,181439.0465116279,52.22947451907177,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,8,2027,181439.0465116279,950.9354478590767,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,8,2028,181439.0465116279,131.68287232185543,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,8,2029,181439.0465116279,250.6337834794086,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,8,2030,181439.0465116279,43.82520318459184,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,8,2031,181439.0465116279,520.3416826277145,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,8,2032,181439.0465116279,335.75206915679786,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,8,2033,181439.0465116279,179.799603367499,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,8,2034,181439.0465116279,50.75428962918436,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,8,2035,181439.0465116279,970.0117265303942,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,8,2036,181439.0465116279,815.9347292346949,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,9,2022,181439.0465116279,2879.633750725439,362878.0930232558,NA,0,NA,66481,66481,66481,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,66481
spp1,1,9,2023,181439.0465116279,1311.8234711795044,362878.0930232558,NA,0,NA,83800,83800,83800,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,83800
spp1,1,9,2024,181439.0465116279,151.3272571145347,362878.0930232558,NA,0,NA,73495,73495,73495,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,73495
spp1,1,9,2025,181439.0465116279,540.8082136820917,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,9,2026,181439.0465116279,110.40914562481012,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,9,2027,181439.0465116279,53.0262898686495,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,9,2028,181439.0465116279,257.5054401768985,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,9,2029,181439.0465116279,1788.502977600913,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,9,2030,181439.0465116279,495.51761920409814,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,9,2031,181439.0465116279,228.97908804399384,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,9,2032,181439.0465116279,44.35766661035185,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,9,2033,181439.0465116279,167.52545450370735,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,9,2034,181439.0465116279,217.31396434244485,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,9,2035,181439.0465116279,32.731058880206575,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,9,2036,181439.0465116279,87.02244298991356,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,10,2022,181439.0465116279,470.1306269665793,362878.0930232558,NA,0,NA,66481,66481,66481,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,66481
spp1,1,10,2023,181439.0465116279,294.0542675809014,362878.0930232558,NA,0,NA,83800,83800,83800,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,83800
spp1,1,10,2024,181439.0465116279,133.39551161940372,362878.0930232558,NA,0,NA,73495,73495,73495,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,73495
spp1,1,10,2025,181439.0465116279,1512.0626702694103,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,10,2026,181439.0465116279,272.47429151954134,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,10,2027,181439.0465116279,708.2324969033868,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,10,2028,181439.0465116279,272.72560866802456,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,10,2029,181439.0465116279,250.94117140127932,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,10,2030,181439.0465116279,112.89081596524836,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,10,2031,181439.0465116279,281.89099088140426,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,10,2032,181439.0465116279,361.1306067381498,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,10,2033,181439.0465116279,89.79663590686614,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,10,2034,181439.0465116279,407.966671090247,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,10,2035,181439.0465116279,110.41891189829144,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,10,2036,181439.0465116279,119.08095549919038,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,11,2022,181439.0465116279,525.1819350308853,362878.0930232558,NA,0,NA,66481,66481,66481,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,66481
spp1,1,11,2023,181439.0465116279,66.07262459853443,362878.0930232558,NA,0,NA,83800,83800,83800,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,83800
spp1,1,11,2024,181439.0465116279,147.46825346446988,362878.0930232558,NA,0,NA,73495,73495,73495,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,73495
spp1,1,11,2025,181439.0465116279,104.95541091213583,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,11,2026,181439.0465116279,674.9073780809358,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
spp1,1,11,2027,181439.0465116279,217.54205332604232,362878.0930232558,NA,0,NA,NA,NA,NA,NA,NA,NA,181439.0465116279,72575.61860465117,63503.66627906977,NA
