Stock Alt Sim Yr  SSB Rec Tot_biom SPR_Implied F Ntot Catch ABC OFL AvgAge AvgAgeTot SexRatio
M16.2 6 50 2023 125.835 0.725401 667.486 0.373626 0.326277 0.549074 98.9559 98.9559 98.9559 4.16959 2.81082 0.5
M16.2 6 50 2024 132.24 0.784542 634.069 0.357822 0.343929 0.581711 106.257 106.257 106.257 4.51927 2.61253 0.5
M16.2 6 50 2025 126.272 0.170349 602.496 0.372498 0.327501 0.54021 86.9517 86.9517 86.9517 4.47737 3.16084 0.5
M16.2 6 50 2026 115.598 0.180977 586.961 0.401002 0.298137 0.492923 80.459 80.459 80.459 4.22157 3.55785 0.5
M16.2 6 50 2027 118.677 0.675344 539.578 0.392467 0.306604 0.508153 89.2764 89.2764 89.2764 4.6367 2.81532 0.5
M16.2 6 50 2028 117.538 0.300165 467.146 0.395595 0.30347 0.481371 71.698 71.698 71.698 5.1891 2.99232 0.5
M16.2 6 50 2029 99.2726 1.06324 426.926 0.450966 0.253326 0.389226 47.2991 47.2991 47.2991 4.7347 2.28039 0.5
M16.2 6 50 2030 89.9772 0.404575 467.694 0.483455 0.227842 0.36251 48.535 48.535 48.535 4.31334 2.66163 0.5
M16.2 6 50 2031 97.3826 0.949542 533.98 0.457299 0.248156 0.404614 51.8473 51.8473 51.8473 3.96088 2.43567 0.5
M16.2 6 50 2032 105.52 0.674136 598.484 0.430836 0.270477 0.46104 72.2603 72.2603 72.2603 3.95097 2.58998 0.5
M16.2 6 51 2019 172.699 0.413671 671.538 0.571974 0.169251 0.636921 55 107.887 107.887 5.26387 3.38351 0.5
M16.2 6 51 2020 152.888 0.868604 644.227 0.35 0.353092 0.609729 106.124 106.124 106.124 5.14758 2.74826 0.5
M16.2 6 51 2021 131.275 0.409317 588.888 0.360153 0.341254 0.523392 90.216 90.216 90.216 4.93001 2.92667 0.5
M16.2 6 51 2022 117.259 0.469862 570.32 0.396367 0.302702 0.471799 71.3676 71.3676 71.3676 4.48054 2.9664 0.5
M16.2 6 51 2023 113.79 0.703288 567.504 0.406131 0.293174 0.474381 77.906 77.906 77.906 4.38831 2.70836 0.5
M16.2 6 51 2024 118.014 1.49422 556.939 0.394287 0.304777 0.499465 78.7062 78.7062 78.7062 4.53047 2.13718 0.5
M16.2 6 51 2025 113.111 0.765139 605.319 0.408086 0.291306 0.477164 70.0411 70.0411 70.0411 4.12518 2.42824 0.5
M16.2 6 51 2026 111.57 0.512122 718.616 0.412565 0.287074 0.496219 76.8769 76.8769 76.8769 3.53978 2.80696 0.5
M16.2 6 51 2027 129.434 0.590103 800.733 0.364621 0.336198 0.608547 123.413 123.413 123.413 3.73128 2.92702 0.5
M16.2 6 51 2028 154.068 0.39659 767.046 0.35 0.353092 0.708892 133.744 133.744 133.744 4.32514 3.13208 0.5
M16.2 6 51 2029 149.573 0.274043 672.509 0.35 0.353092 0.659721 116.293 116.293 116.293 4.61059 3.36655 0.5
M16.2 6 51 2030 131.138 0.752758 577.409 0.360422 0.340947 0.564029 102.415 102.415 102.415 4.7439 2.72792 0.5
M16.2 6 51 2031 118.785 0.410988 513.922 0.392172 0.306902 0.486293 78.8283 78.8283 78.8283 4.88295 2.84431 0.5
M16.2 6 51 2032 106.328 0.709217 492.414 0.42834 0.272684 0.42404 57.4315 57.4315 57.4315 4.51791 2.60569 0.5
M16.2 6 52 2019 172.699 0.955324 671.538 0.571974 0.169251 0.636921 55 107.887 107.887 5.24062 2.79916 0.5
M16.2 6 52 2020 152.939 0.494836 675.15 0.35 0.353092 0.612437 106.154 106.154 106.154 5.02518 2.92661 0.5
M16.2 6 52 2021 132.111 1.06019 650.716 0.358147 0.343555 0.536356 91.9334 91.9334 91.9334 4.46536 2.51822 0.5
M16.2 6 52 2022 125.124 0.466237 667.678 0.375441 0.324319 0.529778 94.8341 94.8341 94.8341 4.26403 2.82167 0.5
M16.2 6 52 2023 129.136 0.174741 683.797 0.365365 0.335365 0.561773 95.6128 95.6128 95.6128 4.16241 3.35764 0.5
M16.2 6 52 2024 129.332 0.611962 650.562 0.364877 0.335911 0.571103 106.73 106.73 106.73 4.30514 2.99499 0.5
M16.2 6 52 2025 131.979 0.688607 575.908 0.358424 0.343236 0.573791 103.459 103.459 103.459 4.85428 2.67211 0.5
M16.2 6 52 2026 118.51 0.410904 518.013 0.392924 0.306144 0.485049 71.0409 71.0409 71.0409 4.75471 2.84433 0.5
M16.2 6 52 2027 102.932 0.829781 517.294 0.43903 0.26336 0.421429 61.0921 61.0921 61.0921 4.25415 2.53165 0.5
M16.2 6 52 2028 106.357 0.349899 549.369 0.428252 0.272762 0.448649 69.7402 69.7402 69.7402 4.27896 2.88207 0.5
M16.2 6 52 2029 112.185 0.705977 562.309 0.410767 0.288765 0.476504 69.852 69.852 69.852 4.23883 2.68614 0.5
M16.2 6 52 2030 112.672 0.445462 567.546 0.409355 0.290101 0.486992 78.5627 78.5627 78.5627 4.30873 2.85903 0.5
M16.2 6 52 2031 115.941 0.287461 562.023 0.400038 0.29908 0.499825 77.6567 77.6567 77.6567 4.40785 3.14637 0.5
M16.2 6 52 2032 113.249 0.390208 535.696 0.407687 0.291686 0.478218 76.1904 76.1904 76.1904 4.43627 3.10943 0.5
M16.2 6 53 2019 172.699 1.04184 671.538 0.571974 0.169251 0.636921 55 107.887 107.887 5.23692 2.73136 0.5
M16.2 6 53 2020 152.947 0.24519 680.089 0.35 0.353092 0.612869 106.158 106.158 106.158 5.01502 3.16135 0.5
M16.2 6 53 2021 132.229 0.295697 649.747 0.357865 0.343879 0.537477 92.1889 92.1889 92.1889 4.47898 3.37489 0.5
M16.2 6 53 2022 125.993 0.951473 604.491 0.373225 0.326711 0.529505 98.0579 98.0579 98.0579 4.55817 2.60483 0.5
M16.2 6 53 2023 127.264 0.468898 555.355 0.370012 0.330217 0.53142 86.656 86.656 86.656 4.93409 2.75696 0.5
M16.2 6 53 2024 111.528 0.440565 539.203 0.412688 0.286959 0.45391 62.1298 62.1298 62.1298 4.37891 2.90575 0.5
M16.2 6 53 2025 105.647 0.254572 558.649 0.430456 0.270812 0.447988 72.4149 72.4149 72.4149 4.19362 3.24141 0.5
M16.2 6 53 2026 116.811 0.618997 539.289 0.39761 0.301471 0.496926 80.5325 80.5325 80.5325 4.57078 2.8167 0.5
M16.2 6 53 2027 113.943 1.98841 490.447 0.405694 0.293593 0.471224 70.073 70.073 70.073 4.72448 1.89281 0.5
M16.2 6 53 2028 103.359 0.692692 556.352 0.437669 0.264529 0.429201 56.7343 56.7343 56.7343 4.17675 2.34691 0.5
M16.2 6 53 2029 100.043 1.00853 724.83 0.448407 0.255445 0.44086 59.6831 59.6831 59.6831 3.19223 2.50026 0.5
M16.2 6 53 2030 126.41 0.455193 884.751 0.372166 0.327862 0.613341 129.823 129.823 129.823 3.48796 2.92557 0.5
M16.2 6 53 2031 167.67 0.410576 890.616 0.35 0.353092 0.791366 146.702 146.702 146.702 4.08316 3.19979 0.5
M16.2 6 53 2032 169.743 0.526119 793.27 0.35 0.353092 0.76901 142.256 142.256 142.256 4.45751 3.13983 0.5
M16.2 6 54 2019 172.699 0.337426 671.538 0.571974 0.169251 0.636921 55 107.887 107.887 5.26716 3.4977 0.5
M16.2 6 54 2020 152.88 0.623833 639.875 0.35 0.353092 0.609347 106.12 106.12 106.12 5.18005 3.0326 0.5
M16.2 6 54 2021 131.133 1.11064 563.207 0.360496 0.340863 0.52008 89.9442 89.9442 89.9442 5.04904 2.38948 0.5
M16.2 6 54 2022 115.728 0.89506 556.235 0.400636 0.298495 0.459476 67.4701 67.4701 67.4701 4.59215 2.40602 0.5
M16.2 6 54 2023 108.12 0.534217 632.2 0.422841 0.277612 0.449868 65.2337 65.2337 65.2337 3.87661 2.73263 0.5
M16.2 6 54 2024 117.998 0.430558 712.479 0.39433 0.304733 0.530409 93.5826 93.5826 93.5826 3.81114 3.01662 0.5
M16.2 6 54 2025 137.451 0.356178 711.882 0.35 0.353092 0.627525 120.958 120.958 120.958 4.23629 3.21075 0.5
M16.2 6 54 2026 139.354 0.449574 626.318 0.35 0.353092 0.615715 110.86 110.86 110.86 4.64837 3.09305 0.5
M16.2 6 54 2027 125.362 0.947641 536.948 0.374799 0.325011 0.530861 89.1353 89.1353 89.1353 4.81798 2.45283 0.5
M16.2 6 54 2028 111.005 0.267098 511.177 0.414233 0.285515 0.452123 67.489 67.489 67.489 4.6451 2.89587 0.5
M16.2 6 54 2029 102.558 0.620517 528.933 0.440223 0.262339 0.418354 57.7695 57.7695 57.7695 4.13903 2.75897 0.5
M16.2 6 54 2030 106.466 0.297154 549.836 0.427909 0.273067 0.454578 72.8283 72.8283 72.8283 4.27014 3.07928 0.5
M16.2 6 54 2031 115.699 0.949702 532.274 0.400718 0.298415 0.494239 74.2621 74.2621 74.2621 4.54904 2.47233 0.5
M16.2 6 54 2032 110.221 0.440458 523.271 0.416546 0.283369 0.461938 69.1793 69.1793 69.1793 4.50428 2.73135 0.5
M16.2 6 55 2019 172.699 0.307257 671.538 0.571974 0.169251 0.636921 55 107.887 107.887 5.26847 3.54597 0.5
M16.2 6 55 2020 152.878 0.756052 638.152 0.35 0.353092 0.609196 106.118 106.118 106.118 5.18158 2.89326 0.5
M16.2 6 55 2021 131.095 1.53731 566.123 0.360586 0.34076 0.519915 89.8609 89.8609 89.8609 5.0214 2.15354 0.5
M16.2 6 55 2022 115.503 0.462586 594.34 0.401268 0.297878 0.461605 66.6031 66.6031 66.6031 4.39381 2.61909 0.5
M16.2 6 55 2023 109.718 0.324134 696.223 0.418033 0.281998 0.46876 70.1714 70.1714 70.1714 3.61187 3.08692 0.5
M16.2 6 55 2024 128.037 0.618842 748.459 0.368085 0.33234 0.593069 120.518 120.518 120.518 3.94096 2.98046 0.5
M16.2 6 55 2025 150.619 0.878389 682.68 0.35 0.353092 0.675374 122.176 122.176 122.176 4.65222 2.6112 0.5
M16.2 6 55 2026 135.314 0.387434 613.33 0.35076 0.352189 0.582077 97.6124 97.6124 97.6124 4.62491 2.88484 0.5
M16.2 6 55 2027 116.06 0.932241 597.676 0.399705 0.299407 0.494037 80.9488 80.9488 80.9488 4.169 2.53487 0.5
M16.2 6 55 2028 117.852 0.357919 619.932 0.394729 0.304334 0.507285 89.1846 89.1846 89.1846 4.21862 2.89863 0.5
M16.2 6 55 2029 123.005 0.529066 618.34 0.380913 0.3185 0.530475 84.7141 84.7141 84.7141 4.23392 2.90858 0.5
M16.2 6 55 2030 120.183 0.487265 598.108 0.388391 0.310742 0.524611 90.3434 90.3434 90.3434 4.34191 2.92955 0.5
M16.2 6 55 2031 121.946 0.301321 564.121 0.383688 0.315596 0.527013 86.5382 86.5382 86.5382 4.61231 3.14765 0.5
M16.2 6 55 2032 115.004 0.758658 518.693 0.402678 0.296506 0.476794 73.9248 73.9248 73.9248 4.58108 2.63161 0.5
M16.2 6 56 2019 172.699 0.988421 671.538 0.571974 0.169251 0.636921 55 107.887 107.887 5.2392 2.7726 0.5
M16.2 6 56 2020 152.942 0.715706 677.039 0.35 0.353092 0.612602 106.156 106.156 106.156 5.00655 2.72536 0.5
M16.2 6 56 2021 132.182 0.18072 668.407 0.357977 0.34375 0.538367 92.0648 92.0648 92.0648 4.42385 3.26008 0.5
M16.2 6 56 2022 125.914 0.613861 658.555 0.373427 0.326492 0.535382 97.0287 97.0287 97.0287 4.24637 2.99497 0.5
M16.2 6 56 2023 132.286 1.06386 611.048 0.357719 0.344047 0.57182 105.577 105.577 105.577 4.67299 2.42721 0.5
M16.2 6 56 2024 124.979 0.874628 575.142 0.3758 0.323935 0.524259 80.2687 80.2687 80.2687 4.6286 2.41936 0.5
M16.2 6 56 2025 110.067 0.305793 623.766 0.417004 0.282946 0.465349 69.4058 69.4058 69.4058 3.91634 2.9245 0.5
M16.2 6 56 2026 116.466 0.400252 683.717 0.398569 0.300524 0.519915 92.5933 92.5933 92.5933 3.84972 3.13048 0.5
M16.2 6 56 2027 134.268 0.475662 659.357 0.353121 0.3494 0.603795 115.996 115.996 115.996 4.39686 3.05595 0.5
M16.2 6 56 2028 132.621 0.69727 567.619 0.356899 0.344994 0.574298 96.9708 96.9708 96.9708 4.82425 2.68907 0.5
M16.2 6 56 2029 114.693 0.686268 515.402 0.40356 0.295651 0.476062 72.242 72.242 72.242 4.67038 2.57712 0.5
M16.2 6 56 2030 104.789 0.388939 531.047 0.433145 0.268452 0.430668 62.9153 62.9153 62.9153 4.2802 2.85959 0.5
M16.2 6 56 2031 106.474 1.13832 558.199 0.427885 0.273089 0.447099 67.9321 67.9321 67.9321 4.10614 2.35656 0.5
M16.2 6 56 2032 113.85 0.367905 593.36 0.40596 0.293338 0.493754 78.6179 78.6179 78.6179 4.25103 2.7869 0.5
M16.2 6 57 2019 172.699 0.400504 671.538 0.571974 0.169251 0.636921 55 107.887 107.887 5.26444 3.40248 0.5
M16.2 6 57 2020 152.886 0.350922 643.476 0.35 0.353092 0.609663 106.124 106.124 106.124 5.17667 3.38748 0.5
M16.2 6 57 2021 131.211 1.40247 557.312 0.360306 0.34108 0.520443 90.1191 90.1191 90.1191 5.0411 2.25814 0.5
M16.2 6 57 2022 116.301 0.936267 544.699 0.399031 0.300069 0.461042 69.412 69.412 69.412 4.74243 2.32725 0.5
M16.2 6 57 2023 106.688 0.630482 631.584 0.427219 0.273682 0.438819 58.4106 58.4106 58.4106 3.80226 2.63748 0.5
M16.2 6 57 2024 113.981 0.742291 743.282 0.405585 0.293698 0.516956 92.0991 92.0991 92.0991 3.61678 2.73252 0.5
M16.2 6 57 2025 142.688 1.13138 783.392 0.35 0.353092 0.663978 129.543 129.543 129.543 4.0621 2.48721 0.5
M16.2 6 57 2026 150.065 0.576346 766.925 0.35 0.353092 0.677232 120.41 120.41 120.41 4.2152 2.75087 0.5
M16.2 6 57 2027 140.499 0.851527 766.087 0.35 0.353092 0.636986 118.162 118.162 118.162 3.98666 2.67602 0.5
M16.2 6 57 2028 140.447 1.25892 767.8 0.35 0.353092 0.638919 128.814 128.814 128.814 4.05488 2.39721 0.5
M16.2 6 57 2029 145.723 0.830685 775.313 0.35 0.353092 0.653053 118.834 118.834 118.834 4.11643 2.55717 0.5
M16.2 6 57 2030 140.259 0.873539 810.36 0.35 0.353092 0.635301 116.674 116.674 116.674 3.82464 2.63532 0.5
M16.2 6 57 2031 145.093 0.531481 847.109 0.35 0.353092 0.675834 135.907 135.907 135.907 3.89954 2.90844 0.5
M16.2 6 57 2032 158.659 0.319465 826.016 0.35 0.353092 0.722791 136.11 136.11 136.11 4.17234 3.26049 0.5
M16.2 6 58 2019 172.699 0.916877 671.538 0.571974 0.169251 0.636921 55 107.887 107.887 5.24226 2.83102 0.5
M16.2 6 58 2020 152.935 0.910315 672.955 0.35 0.353092 0.612245 106.152 106.152 106.152 5.01548 2.59983 0.5
M16.2 6 58 2021 132.084 0.472951 668.532 0.358213 0.343479 0.537381 91.8523 91.8523 91.8523 4.42941 2.86303 0.5
M16.2 6 58 2022 125.148 1.05362 689.582 0.375381 0.324384 0.533584 94.2906 94.2906 94.2906 4.07252 2.54185 0.5
M16.2 6 58 2023 133.178 0.578095 710.522 0.355613 0.346487 0.590413 111.686 111.686 111.686 4.2257 2.74546 0.5
M16.2 6 58 2024 135.061 0.279007 706.198 0.35133 0.351514 0.599351 104.669 104.669 104.669 4.16501 3.16259 0.5
M16.2 6 58 2025 131.06 0.558515 677.688 0.360647 0.340691 0.584699 111.362 111.362 111.362 4.20571 3.00918 0.5
M16.2 6 58 2026 133.919 0.487273 612.983 0.353899 0.348488 0.588916 110.055 110.055 110.055 4.66755 2.93414 0.5
M16.2 6 58 2027 123.85 0.288533 539.335 0.378704 0.320835 0.516097 81.1117 81.1117 81.1117 4.7562 3.14885 0.5
M16.2 6 58 2028 108.709 0.920691 496.345 0.421077 0.279213 0.445922 67.2142 67.2142 67.2142 4.56877 2.47455 0.5
M16.2 6 58 2029 105.466 0.372293 496.984 0.43102 0.270315 0.432787 63.9358 63.9358 63.9358 4.60631 2.78516 0.5
M16.2 6 58 2030 103.182 0.345358 515.281 0.438217 0.264057 0.422204 55.3298 55.3298 55.3298 4.25979 3.02601 0.5
M16.2 6 58 2031 103.22 0.555692 526.869 0.438096 0.264161 0.438454 67.4791 67.4791 67.4791 4.24532 2.8468 0.5
M16.2 6 58 2032 112.623 0.520751 513.091 0.409497 0.289966 0.480539 73.7845 73.7845 73.7845 4.65929 2.77649 0.5
M16.2 6 59 2019 172.699 0.545949 671.538 0.571974 0.169251 0.636921 55 107.887 107.887 5.25817 3.20835 0.5
M16.2 6 59 2020 152.9 2.76673 651.779 0.35 0.353092 0.61039 106.131 106.131 106.131 5.02235 1.88976 0.5
M16.2 6 59 2021 131.642 0.620793 717.56 0.359271 0.342263 0.536505 90.8441 90.8441 90.8441 4.32683 2.42759 0.5
M16.2 6 59 2022 122.398 0.53378 902.46 0.382516 0.316819 0.540575 82.9177 82.9177 82.9177 3.1782 2.89482 0.5
M16.2 6 59 2023 150.006 0.461716 1040.19 0.35 0.353092 0.736533 172.192 172.192 172.192 3.55687 3.21769 0.5
M16.2 6 59 2024 202.889 0.840845 953.196 0.35 0.353092 0.944443 175.05 175.05 175.05 4.5055 2.9349 0.5
M16.2 6 59 2025 191.211 1.07578 798.582 0.35 0.353092 0.830252 140.478 140.478 140.478 4.83581 2.58318 0.5
M16.2 6 59 2026 154.088 0.46788 737.641 0.35 0.353092 0.664464 120.961 120.961 120.961 4.51505 2.86126 0.5
M16.2 6 59 2027 135.342 0.69965 735.271 0.350696 0.352265 0.580761 112.205 112.205 112.205 4.0544 2.812 0.5
M16.2 6 59 2028 137.129 0.671697 720.994 0.35 0.353092 0.603981 119.112 119.112 119.112 4.22895 2.78736 0.5
M16.2 6 59 2029 140.005 0.617139 679.433 0.35 0.353092 0.61557 108.145 108.145 108.145 4.44455 2.8019 0.5
M16.2 6 59 2030 129.749 0.363996 647.407 0.36384 0.337075 0.567138 99.0613 99.0613 99.0613 4.35996 3.06139 0.5
M16.2 6 59 2031 125.839 0.740563 619.136 0.373592 0.326314 0.545088 96.8135 96.8135 96.8135 4.37271 2.72937 0.5
M16.2 6 59 2032 123.983 3.09152 585.924 0.378363 0.321198 0.528273 90.6216 90.6216 90.6216 4.41666 1.7278 0.5
M16.2 6 60 2019 172.699 0.362014 671.538 0.571974 0.169251 0.636921 55 107.887 107.887 5.2661 3.4597 0.5
M16.2 6 60 2020 152.883 0.555756 641.278 0.35 0.353092 0.60947 106.121 106.121 106.121 5.17683 3.10717 0.5
M16.2 6 60 2021 131.166 0.248006 563.096 0.360414 0.340956 0.520413 90.0164 90.0164 90.0164 5.08844 3.32697 0.5
M16.2 6 60 2022 115.932 0.631173 501.877 0.400063 0.299056 0.456251 68.243 68.243 68.243 4.91137 2.81881 0.5
M16.2 6 60 2023 106.561 0.738727 474.42 0.427613 0.27333 0.422082 61.4542 61.4542 61.4542 4.81023 2.53333 0.5
M16.2 6 60 2024 101.93 0.396532 485.617 0.442238 0.260625 0.409288 53.3511 53.3511 53.3511 4.55328 2.80272 0.5
M16.2 6 60 2025 98.6489 0.983777 518.73 0.453031 0.251629 0.406153 55.4522 55.4522 55.4522 4.11138 2.42019 0.5
M16.2 6 60 2026 106.42 0.767446 567.734 0.428053 0.272939 0.458759 71.131 71.131 71.131 4.16726 2.48608 0.5
M16.2 6 60 2027 114.335 0.419759 618.675 0.404577 0.294668 0.497114 74.2492 74.2492 74.2492 4.02038 2.83888 0.5
M16.2 6 60 2028 116.918 0.521082 652.797 0.39731 0.301767 0.521997 88.9187 88.9187 88.9187 3.93743 2.92409 0.5
M16.2 6 60 2029 128.075 0.537038 642.392 0.367963 0.332475 0.576698 106.644 106.644 106.644 4.32047 2.88809 0.5
M16.2 6 60 2030 128.335 0.48781 588.135 0.367321 0.333187 0.556017 93.7861 93.7861 93.7861 4.56212 2.88745 0.5
M16.2 6 60 2031 116.975 0.580296 545.585 0.397151 0.301925 0.494264 78.4974 78.4974 78.4974 4.49873 2.7684 0.5
M16.2 6 60 2032 110.919 1.12469 531.716 0.414483 0.285282 0.465026 72.3184 72.3184 72.3184 4.4301 2.30516 0.5
M16.2 6 61 2019 172.699 0.717389 671.538 0.571974 0.169251 0.636921 55 107.887 107.887 5.25081 3.0163 0.5
M16.2 6 61 2020 152.916 0.728522 661.566 0.35 0.353092 0.611247 106.141 106.141 106.141 5.07489 2.78586 0.5
M16.2 6 61 2021 131.749 0.620071 627.524 0.359013 0.34256 0.531009 91.1845 91.1845 91.1845 4.64613 2.77708 0.5
M16.2 6 61 2022 121.784 0.220624 626.778 0.38413 0.315136 0.505438 84.4622 84.4622 84.4622 4.33444 3.23862 0.5
M16.2 6 61 2023 123.338 0.265564 610.35 0.38005 0.31941 0.526658 90.5241 90.5241 90.5241 4.39664 3.44381 0.5
M16.2 6 61 2024 124.242 0.763769 542.584 0.377699 0.321903 0.528632 90.3738 90.3738 90.3738 4.80052 2.69699 0.5
M16.2 6 61 2025 116.134 0.403805 479.287 0.399498 0.299611 0.474516 70.4896 70.4896 70.4896 5.06601 2.81367 0.5
M16.2 6 61 2026 100.06 1.04761 464.959 0.44836 0.255484 0.395983 50.769 50.769 50.769 4.48043 2.31556 0.5
M16.2 6 61 2027 95.4449 0.339064 518.105 0.463952 0.242835 0.392568 55.8705 55.8705 55.8705 4.1427 2.77263 0.5
M16.2 6 61 2028 105.224 0.672124 575.19 0.431764 0.269661 0.449245 63.1423 63.1423 63.1423 3.9787 2.71044 0.5
M16.2 6 61 2029 113.301 0.416834 602.335 0.407534 0.291832 0.499695 83.3919 83.3919 83.3919 4.13952 2.93241 0.5
M16.2 6 61 2030 122.551 0.477811 588.87 0.382096 0.317259 0.540676 88.3847 88.3847 88.3847 4.4272 2.9334 0.5
M16.2 6 61 2031 117.855 0.945548 552.678 0.39472 0.304343 0.502671 81.8114 81.8114 81.8114 4.44944 2.46001 0.5
M16.2 6 61 2032 113.516 0.433593 548.745 0.406923 0.292416 0.480662 74.8243 74.8243 74.8243 4.45352 2.74164 0.5
M16.2 6 62 2019 172.699 1.02346 671.538 0.571974 0.169251 0.636921 55 107.887 107.887 5.23771 2.74533 0.5
M16.2 6 62 2020 152.945 0.697786 679.039 0.35 0.353092 0.612777 106.157 106.157 106.157 4.99861 2.73077 0.5
M16.2 6 62 2021 132.237 3.32506 672.764 0.357847 0.3439 0.539237 92.1771 92.1771 92.1771 4.27369 1.79631 0.5
M16.2 6 62 2022 126.683 0.262917 842.916 0.371483 0.328607 0.554814 98.9985 98.9985 98.9985 3.70747 2.56024 0.5
M16.2 6 62 2023 138.597 0.300575 1075.96 0.35 0.353092 0.661064 115.77 115.77 115.77 3.03796 3.18785 0.5
M16.2 6 62 2024 178.102 0.242867 1161.24 0.35 0.353092 0.890136 209.218 209.218 209.218 3.68059 3.71694 0.5
M16.2 6 62 2025 234.18 0.445798 973.274 0.35 0.353092 1.07772 194.643 194.643 194.643 4.91414 3.5963 0.5
M16.2 6 62 2026 201.442 0.923742 715.868 0.35 0.353092 0.84289 137.331 137.331 137.331 5.47314 2.76855 0.5
M16.2 6 62 2027 144.141 0.453823 588.729 0.35 0.353092 0.586891 106.021 106.021 106.021 5.26368 2.8501 0.5
M16.2 6 62 2028 115.253 1.3077 562.567 0.401975 0.297189 0.444028 69.9814 69.9814 69.9814 4.39924 2.28457 0.5
M16.2 6 62 2029 111.215 1.50236 618.049 0.413599 0.286107 0.45753 73.1817 73.1817 73.1817 4.09669 2.15747 0.5
M16.2 6 62 2030 120.2 0.24561 741.694 0.388354 0.31078 0.531587 80.9995 80.9995 80.9995 3.76526 2.8425 0.5
M16.2 6 62 2031 129.029 0.301984 848.348 0.365633 0.335066 0.608537 113.706 113.706 113.706 3.55417 3.30577 0.5
M16.2 6 62 2032 157.696 0.325471 833.527 0.35 0.353092 0.742307 155.534 155.534 155.534 4.1964 3.49492 0.5
M16.2 6 63 2019 172.699 0.440475 671.538 0.571974 0.169251 0.636921 55 107.887 107.887 5.26272 3.34581 0.5
M16.2 6 63 2020 152.89 0.89299 645.758 0.35 0.353092 0.609863 106.126 106.126 106.126 5.13928 2.7195 0.5
M16.2 6 63 2021 131.32 0.269087 594.395 0.360045 0.341377 0.524248 90.3052 90.3052 90.3052 4.90129 3.08361 0.5
M16.2 6 63 2022 117.706 0.480281 571.876 0.395134 0.30393 0.474977 72.5863 72.5863 72.5863 4.46918 3.02244 0.5
M16.2 6 63 2023 114.974 1.38392 556.78 0.402761 0.296425 0.479272 80.1495 80.1495 80.1495 4.46633 2.22512 0.5
M16.2 6 63 2024 117.604 0.543914 573.923 0.395415 0.303649 0.495369 75.0315 75.0315 75.0315 4.51746 2.56366 0.5
M16.2 6 63 2025 110.011 0.55203 635.698 0.417167 0.282796 0.467505 65.869 65.869 65.869 3.78308 2.79618 0.5
M16.2 6 63 2026 117.378 0.907397 698.207 0.396036 0.303031 0.53467 100.269 100.269 100.269 3.84554 2.60563 0.5
M16.2 6 63 2027 138.656 0.845997 703.521 0.35 0.353092 0.628828 116.552 116.552 116.552 4.28941 2.55606 0.5
M16.2 6 63 2028 133.468 0.67875 689.28 0.354936 0.347275 0.590931 101.494 101.494 101.494 4.13946 2.67463 0.5
M16.2 6 63 2029 126.576 0.666616 706.247 0.371716 0.328352 0.570546 104.675 104.675 104.675 3.97474 2.74581 0.5
M16.2 6 63 2030 133.306 0.69654 712.935 0.355297 0.346854 0.601403 115.12 115.12 115.12 4.11594 2.73382 0.5
M16.2 6 63 2031 135.839 0.374914 688.563 0.35 0.353092 0.604504 111.239 111.239 111.239 4.26079 3.01563 0.5
M16.2 6 63 2032 130.553 0.505643 646.406 0.361869 0.339301 0.576397 102.968 102.968 102.968 4.32074 2.98518 0.5
M16.2 6 64 2019 172.699 0.467754 671.538 0.571974 0.169251 0.636921 55 107.887 107.887 5.26154 3.30864 0.5
M16.2 6 64 2020 152.893 0.779378 647.315 0.35 0.353092 0.609999 106.127 106.127 106.127 5.13763 2.8144 0.5
M16.2 6 64 2021 131.354 1.2616 592.098 0.359962 0.341472 0.524427 90.3814 90.3814 90.3814 4.85281 2.30606 0.5
M16.2 6 64 2022 118.032 0.799732 617.021 0.394238 0.304825 0.480106 73.539 73.539 73.539 4.29898 2.4838 0.5
M16.2 6 64 2023 115.856 0.359022 707.661 0.400277 0.298846 0.500181 79.7582 79.7582 79.7582 3.75059 2.95532 0.5
M16.2 6 64 2024 129.878 1.33525 762.071 0.363543 0.33741 0.597701 116.66 116.66 116.66 3.86588 2.43535 0.5
M16.2 6 64 2025 148.155 0.305733 761.065 0.35 0.353092 0.675112 127.212 127.212 127.212 4.30645 2.92344 0.5
M16.2 6 64 2026 143.162 0.45652 734.435 0.35 0.353092 0.637306 108.894 108.894 108.894 4.11924 3.07674 0.5
M16.2 6 64 2027 134.387 0.35835 699.568 0.352839 0.349732 0.606238 124.83 124.83 124.83 4.2339 3.22618 0.5
M16.2 6 64 2028 138.936 0.549027 612.919 0.35 0.353092 0.606665 110.437 110.437 110.437 4.76503 2.9415 0.5
M16.2 6 64 2029 123.631 0.695604 525.644 0.379277 0.320228 0.509719 81.105 81.105 81.105 4.83227 2.63572 0.5
M16.2 6 64 2030 107.816 0.835623 502.17 0.423785 0.27676 0.441145 63.911 63.911 63.911 4.586 2.44835 0.5
M16.2 6 64 2031 102.656 0.333009 541.97 0.439905 0.262611 0.422047 59.8617 59.8617 59.8617 4.18067 2.87107 0.5
M16.2 6 64 2032 107.399 0.422635 584.624 0.425043 0.275628 0.459273 69.496 69.496 69.496 4.03052 3.01707 0.5
M16.2 6 65 2019 172.699 0.676314 671.538 0.571974 0.169251 0.636921 55 107.887 107.887 5.25257 3.05921 0.5
